,Accident_Index,1st_Road_Number,2nd_Road_Number,Accident_Severity,Date,Day_of_Week,Did_Police_Officer_Attend_Scene_of_Accident,Junction_Control,Junction_Detail,Latitude,Local_Authority_(District),Local_Authority_(Highway),Location_Easting_OSGR,Location_Northing_OSGR,Longitude,LSOA_of_Accident_Location,Number_of_Casualties,Number_of_Vehicles,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Year,InScotland
85,200501BS70066,315.0,0.0,Serious,01/03/2005,Tuesday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.497552,Kensington and Chelsea,Kensington and Chelsea,524830.0,179160.0,-0.203081,E01002814,1,2,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,19:15,Urban,Raining no high winds,2005,No
86,200501BS70067,315.0,0.0,Slight,01/03/2005,Tuesday,1.0,Give way or uncontrolled,T or staggered junction,51.496259,Kensington and Chelsea,Kensington and Chelsea,524580.0,179010.0,-0.206734,E01002814,1,2,0.0,4.0,Metropolitan Police,Wet or damp,Single carriageway,30,18:31,Urban,Raining no high winds,2005,No
87,200501BS70068,308.0,4.0,Slight,05/03/2005,Saturday,1.0,Auto traffic signal,T or staggered junction,51.496399,Kensington and Chelsea,Kensington and Chelsea,527180.0,179090.0,-0.16927,E01002821,4,2,0.0,5.0,Metropolitan Police,Dry,Dual carriageway,30,02:58,Urban,Fine no high winds,2005,No
88,200501BS70069,0.0,308.0,Slight,01/03/2005,Tuesday,1.0,Give way or uncontrolled,T or staggered junction,51.49089,Kensington and Chelsea,Kensington and Chelsea,526900.0,178470.0,-0.173525,E01002822,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,10:40,Urban,Fine no high winds,2005,No
89,200501BS70070,412.0,0.0,Slight,08/03/2005,Tuesday,1.0,Auto traffic signal,Crossroads,51.516658,Kensington and Chelsea,Kensington and Chelsea,524590.0,181280.0,-0.205789,E01002831,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,23:40,Urban,Fine no high winds,2005,No
90,200501BS70072,0.0,0.0,Slight,03/03/2005,Thursday,1.0,Give way or uncontrolled,Mini-roundabout,51.515582,Kensington and Chelsea,Kensington and Chelsea,524580.0,181160.0,-0.205975,E01002833,1,1,0.0,0.0,Metropolitan Police,Wet or damp,Roundabout,30,21:07,Urban,Fine no high winds,2005,No
91,200501BS70073,415.0,0.0,Serious,05/03/2005,Saturday,1.0,Give way or uncontrolled,T or staggered junction,51.510995,Kensington and Chelsea,Kensington and Chelsea,525000.0,180660.0,-0.200102,E01002882,1,2,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,18:40,Urban,Raining no high winds,2005,No
92,200501BS70074,4.0,0.0,Slight,05/03/2005,Saturday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.49361,Kensington and Chelsea,Kensington and Chelsea,525180.0,178730.0,-0.198194,E01002814,1,1,0.0,0.0,Metropolitan Police,Dry,Dual carriageway,30,16:55,Urban,Fine no high winds,2005,No
93,200501BS70075,3217.0,0.0,Slight,08/03/2005,Tuesday,1.0,Give way or uncontrolled,T or staggered junction,51.482775,Kensington and Chelsea,Kensington and Chelsea,526620.0,177560.0,-0.177882,E01002840,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,13:36,Urban,Fine no high winds,2005,No
94,200501BS70076,402.0,4204.0,Slight,06/03/2005,Sunday,1.0,Auto traffic signal,Crossroads,51.509377,Kensington and Chelsea,Kensington and Chelsea,525410.0,180490.0,-0.194258,E01002827,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,01:05,Urban,Fine no high winds,2005,No
95,200501BS70077,450.0,0.0,Slight,08/03/2005,Tuesday,1.0,Give way or uncontrolled,Crossroads,51.514716,Kensington and Chelsea,Kensington and Chelsea,524430.0,181060.0,-0.208171,E01002874,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,12:20,Urban,Fine no high winds,2005,No
96,200501BS70078,3220.0,0.0,Slight,08/03/2005,Tuesday,1.0,Auto traffic signal,Crossroads,51.502577,Kensington and Chelsea,Kensington and Chelsea,524050.0,179700.0,-0.214123,E01002869,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,08:56,Urban,Fine no high winds,2005,No
97,200501BS70079,3220.0,308.0,Slight,09/03/2005,Wednesday,1.0,Auto traffic signal,Crossroads,51.483253,Kensington and Chelsea,Kensington and Chelsea,526090.0,177600.0,-0.185496,E01002912,1,3,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,16:55,Urban,Fine no high winds,2005,No
98,200501BS70080,4204.0,0.0,Slight,09/03/2005,Wednesday,1.0,Give way or uncontrolled,T or staggered junction,51.507588,Kensington and Chelsea,Kensington and Chelsea,525370.0,180290.0,-0.194905,E01002827,2,3,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,15:35,Urban,Fine no high winds,2005,No
99,200501BS70082,3218.0,0.0,Slight,14/03/2005,Monday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.487281,Kensington and Chelsea,Kensington and Chelsea,525350.0,178030.0,-0.195995,E01001883,1,1,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,17:35,Urban,Fine no high winds,2005,No
100,200501BS70083,450.0,0.0,Slight,17/03/2005,Thursday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.517263,Kensington and Chelsea,Kensington and Chelsea,524290.0,181340.0,-0.210089,E01002831,1,1,0.0,4.0,Metropolitan Police,Dry,Single carriageway,30,09:15,Urban,Fine no high winds,2005,No
101,200501BS70084,450.0,0.0,Slight,13/03/2005,Sunday,3.0,Give way or uncontrolled,Crossroads,51.516353,Kensington and Chelsea,Kensington and Chelsea,524340.0,181240.0,-0.209404,E01002879,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,00:15,Urban,Fine no high winds,2005,No
102,200501BS70085,0.0,0.0,Slight,15/03/2005,Tuesday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.524085,Kensington and Chelsea,Kensington and Chelsea,523920.0,182090.0,-0.215155,E01002905,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,13:02,Urban,Fine no high winds,2005,No
103,200501BS70086,308.0,0.0,Slight,14/03/2005,Monday,1.0,Auto traffic signal,Crossroads,51.486931,Kensington and Chelsea,Kensington and Chelsea,526520.0,178020.0,-0.179156,E01002911,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,20:00,Urban,Fine no high winds,2005,No
104,200501BS70087,304.0,0.0,Slight,15/03/2005,Tuesday,1.0,Give way or uncontrolled,T or staggered junction,51.482637,Kensington and Chelsea,Kensington and Chelsea,526030.0,177530.0,-0.186385,E01002913,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,15:31,Urban,Fine no high winds,2005,No
105,200501BS70088,315.0,3220.0,Serious,15/03/2005,Tuesday,1.0,Auto traffic signal,Crossroads,51.497125,Kensington and Chelsea,Kensington and Chelsea,524730.0,179110.0,-0.204539,E01002867,1,2,0.0,5.0,Metropolitan Police,Dry,Dual carriageway,30,09:40,Urban,Fine no high winds,2005,No
106,200501BS70089,402.0,0.0,Serious,09/03/2005,Wednesday,1.0,Auto traffic signal,T or staggered junction,51.505347,Kensington and Chelsea,Kensington and Chelsea,524120.0,180010.0,-0.213006,E01002873,1,2,0.0,5.0,Metropolitan Police,Dry,One way street,30,09:13,Urban,Fine no high winds,2005,No
107,200501BS70090,4.0,0.0,Slight,18/03/2005,Friday,1.0,Give way or uncontrolled,T or staggered junction,51.497801,Kensington and Chelsea,Kensington and Chelsea,527340.0,179250.0,-0.166909,E01002819,2,1,0.0,1.0,Metropolitan Police,Dry,Dual carriageway,30,14:41,Urban,Fine no high winds,2005,No
108,200501BS70091,402.0,0.0,Slight,09/03/2005,Wednesday,1.0,Give way or uncontrolled,T or staggered junction,51.50858,Kensington and Chelsea,Kensington and Chelsea,524950.0,180390.0,-0.200918,E01002883,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,08:17,Urban,Fine no high winds,2005,No
109,200501BS70092,0.0,0.0,Slight,17/03/2005,Thursday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.514242,Kensington and Chelsea,Kensington and Chelsea,524950.0,181020.0,-0.200695,E01002832,2,3,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,11:07,Urban,Fine no high winds,2005,No
110,200501BS70093,3220.0,0.0,Slight,17/03/2005,Thursday,1.0,Give way or uncontrolled,T or staggered junction,51.480962,Kensington and Chelsea,Kensington and Chelsea,526690.0,177360.0,-0.176946,E01002840,1,2,0.0,1.0,Metropolitan Police,Dry,Dual carriageway,30,20:55,Urban,Fine no high winds,2005,No
111,200501BS70094,3220.0,3217.0,Slight,17/03/2005,Thursday,1.0,Auto traffic signal,Crossroads,51.481483,Kensington and Chelsea,Kensington and Chelsea,526370.0,177410.0,-0.181534,E01002843,1,1,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,23:30,Urban,Fine no high winds,2005,No
112,200501BS70095,450.0,0.0,Slight,13/03/2005,Sunday,1.0,Give way or uncontrolled,T or staggered junction,51.51499,Kensington and Chelsea,Kensington and Chelsea,524410.0,181090.0,-0.208448,E01002874,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,20:45,Urban,Fine no high winds,2005,No
113,200501BS70096,3220.0,0.0,Serious,16/03/2005,Wednesday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.500008,Kensington and Chelsea,Kensington and Chelsea,524290.0,179420.0,-0.210765,E01002866,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,20:20,Urban,Fine no high winds,2005,No
114,200501BS70097,315.0,0.0,Slight,24/03/2005,Thursday,1.0,Give way or uncontrolled,T or staggered junction,51.501516,Kensington and Chelsea,Kensington and Chelsea,525600.0,179620.0,-0.191831,E01002826,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,13:53,Urban,Fine no high winds,2005,No
115,200501BS70098,0.0,0.0,Slight,20/03/2005,Sunday,1.0,Give way or uncontrolled,Crossroads,51.49305,Kensington and Chelsea,Kensington and Chelsea,527290.0,178720.0,-0.16782,E01002858,2,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,14:31,Urban,Fine no high winds,2005,No
116,200501BS70099,3217.0,0.0,Slight,21/03/2005,Monday,1.0,Give way or uncontrolled,T or staggered junction,51.489216,Kensington and Chelsea,Kensington and Chelsea,527550.0,178300.0,-0.164228,E01002903,1,1,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,09:22,Urban,Fine no high winds,2005,No
117,200501BS70100,3220.0,0.0,Slight,18/03/2005,Friday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.492092,Kensington and Chelsea,Kensington and Chelsea,525540.0,178570.0,-0.193068,E01002850,1,1,0.0,1.0,Metropolitan Police,Dry,One way street,30,18:03,Urban,Fine no high winds,2005,No
118,200501BS70101,3217.0,0.0,Slight,20/03/2005,Sunday,1.0,Give way or uncontrolled,T or staggered junction,51.491571,Kensington and Chelsea,Kensington and Chelsea,527870.0,178570.0,-0.159524,E01002902,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,13:45,Urban,Fine no high winds,2005,No
119,200501BS70102,0.0,0.0,Slight,23/03/2005,Wednesday,1.0,Give way or uncontrolled,Other junction,51.500346,Kensington and Chelsea,Kensington and Chelsea,526010.0,179500.0,-0.18597,E01002890,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,15:45,Urban,Fine no high winds,2005,No
120,200501BS70105,3217.0,0.0,Slight,24/02/2005,Thursday,1.0,Give way or uncontrolled,T or staggered junction,51.491661,Kensington and Chelsea,Kensington and Chelsea,527870.0,178580.0,-0.15952,E01002859,1,2,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,08:17,Urban,Fine no high winds,2005,No
121,200501BS70107,0.0,0.0,Slight,23/03/2005,Wednesday,1.0,Give way or uncontrolled,T or staggered junction,51.525689,Kensington and Chelsea,Kensington and Chelsea,524390.0,182280.0,-0.208317,E01002852,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,23:17,Urban,Fine no high winds,2005,No
122,200501BS70108,412.0,0.0,Slight,24/03/2005,Thursday,1.0,Auto traffic signal,Crossroads,51.516658,Kensington and Chelsea,Kensington and Chelsea,524590.0,181280.0,-0.205789,E01002831,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,19:20,Urban,Fine no high winds,2005,No
123,200501BS70109,0.0,0.0,Slight,24/03/2005,Thursday,1.0,Give way or uncontrolled,Crossroads,51.500497,Kensington and Chelsea,Kensington and Chelsea,525330.0,179500.0,-0.195761,E01002865,1,2,0.0,0.0,Metropolitan Police,Dry,One way street,30,12:01,Urban,Fine no high winds,2005,No
124,200501BS70110,450.0,0.0,Slight,31/03/2005,Thursday,1.0,Give way or uncontrolled,T or staggered junction,51.51944,Kensington and Chelsea,Kensington and Chelsea,524200.0,181580.0,-0.211301,E01002909,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,23:39,Urban,Fine no high winds,2005,No
125,200501BS70111,0.0,0.0,Slight,21/03/2005,Monday,1.0,Give way or uncontrolled,Private drive or entrance,51.517657,Kensington and Chelsea,Kensington and Chelsea,523310.0,181360.0,-0.224199,E01002877,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,11:40,Urban,Fine no high winds,2005,No
126,200501BS70112,0.0,0.0,Slight,18/03/2005,Friday,1.0,Give way or uncontrolled,T or staggered junction,51.495206,Kensington and Chelsea,Kensington and Chelsea,526090.0,178930.0,-0.185021,E01002888,1,3,0.0,0.0,Metropolitan Police,Dry,One way street,30,12:30,Urban,Fine no high winds,2005,No
127,200501BS70113,4.0,0.0,Slight,24/02/2005,Thursday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.495649,Kensington and Chelsea,Kensington and Chelsea,526920.0,179000.0,-0.173046,E01002821,1,1,0.0,0.0,Metropolitan Police,Wet or damp,Dual carriageway,30,12:40,Urban,Raining no high winds,2005,No
128,200501BS70114,4.0,4.0,Slight,24/03/2005,Thursday,1.0,Give way or uncontrolled,T or staggered junction,51.49859,Kensington and Chelsea,Kensington and Chelsea,527430.0,179340.0,-0.165581,E01002819,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,09:20,Urban,Fine no high winds,2005,No
129,200501BS70115,4.0,3220.0,Slight,23/03/2005,Wednesday,1.0,Auto traffic signal,Crossroads,51.494377,Kensington and Chelsea,Kensington and Chelsea,525370.0,178820.0,-0.195427,E01002851,1,3,0.0,0.0,Metropolitan Police,Dry,Dual carriageway,30,08:23,Urban,Fine no high winds,2005,No
130,200501BS70116,3218.0,0.0,Slight,23/03/2005,Wednesday,1.0,Auto traffic signal,T or staggered junction,51.491521,Kensington and Chelsea,Kensington and Chelsea,526490.0,178530.0,-0.179406,E01002820,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,18:36,Urban,Fine no high winds,2005,No
131,200501BS70117,319.0,0.0,Slight,31/03/2005,Thursday,1.0,Give way or uncontrolled,T or staggered junction,51.496985,Kensington and Chelsea,Kensington and Chelsea,527770.0,179170.0,-0.160747,E01002818,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,17:10,Urban,Fine no high winds,2005,No
132,200501BS70118,0.0,0.0,Slight,14/03/2005,Monday,2.0,Give way or uncontrolled,Crossroads,51.501277,Kensington and Chelsea,Kensington and Chelsea,525460.0,179590.0,-0.193858,E01002825,1,1,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,15:30,Urban,Fine no high winds,2005,No
133,200501BS70119,308.0,3220.0,Slight,12/03/2005,Saturday,2.0,Auto traffic signal,Crossroads,51.48115,Kensington and Chelsea,Kensington and Chelsea,526250.0,177370.0,-0.183275,E01002913,1,1,0.0,5.0,Metropolitan Police,Dry,One way street,30,03:00,Urban,Fine no high winds,2005,No
134,200501BS70121,0.0,0.0,Slight,09/04/2005,Saturday,1.0,Give way or uncontrolled,Crossroads,51.517616,Kensington and Chelsea,Kensington and Chelsea,524730.0,181390.0,-0.203733,E01002830,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,09:45,Urban,Fine no high winds,2005,No
135,200501BS70123,3218.0,3218.0,Slight,07/04/2005,Thursday,1.0,Auto traffic signal,Crossroads,51.494937,Kensington and Chelsea,Kensington and Chelsea,526890.0,178920.0,-0.173507,E01002821,1,1,0.0,5.0,Metropolitan Police,Wet or damp,One way street,30,14:30,Urban,Raining no high winds,2005,No
136,200501BS70124,402.0,0.0,Slight,02/04/2005,Saturday,1.0,Give way or uncontrolled,T or staggered junction,51.509048,Kensington and Chelsea,Kensington and Chelsea,525270.0,180450.0,-0.196288,E01002884,1,2,0.0,4.0,Metropolitan Police,Dry,Dual carriageway,30,11:09,Urban,Fine no high winds,2005,No
137,200501BS70125,315.0,0.0,Serious,17/03/2005,Thursday,3.0,Auto traffic signal,T or staggered junction,51.501425,Westminster,Westminster,526410.0,179630.0,-0.180164,E01004688,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,17:00,Urban,Fine no high winds,2005,No
138,200501BS70126,0.0,0.0,Slight,31/03/2005,Thursday,1.0,Give way or uncontrolled,T or staggered junction,51.524177,Kensington and Chelsea,Kensington and Chelsea,524320.0,182110.0,-0.209385,E01002852,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,15:12,Urban,Fine no high winds,2005,No
139,200501BS70127,4.0,0.0,Slight,07/04/2005,Thursday,1.0,Auto traffic signal,Crossroads,51.49548,Kensington and Chelsea,Kensington and Chelsea,526870.0,178980.0,-0.173773,E01002821,1,1,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,13:15,Urban,Fine no high winds,2005,No
140,200501BS70128,4.0,3216.0,Slight,31/03/2005,Thursday,1.0,Auto traffic signal,More than 4 arms (not roundabout),51.501661,Westminster,Westminster,527760.0,179690.0,-0.160703,E01004689,1,2,0.0,5.0,Metropolitan Police,Wet or damp,Dual carriageway,30,21:25,Urban,Fine no high winds,2005,No
141,200501BS70129,450.0,0.0,Slight,06/04/2005,Wednesday,1.0,Give way or uncontrolled,Crossroads,51.520345,Kensington and Chelsea,Kensington and Chelsea,524170.0,181680.0,-0.211698,E01002856,1,1,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,00:32,Urban,Fine no high winds,2005,No
142,200501BS70130,3217.0,0.0,Slight,05/04/2005,Tuesday,1.0,Give way or uncontrolled,Crossroads,51.485669,Kensington and Chelsea,Kensington and Chelsea,526940.0,177890.0,-0.173157,E01002844,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,08:25,Urban,Fine no high winds,2005,No
143,200501BS70131,3217.0,0.0,Slight,08/04/2005,Friday,1.0,Give way or uncontrolled,T or staggered junction,51.491661,Kensington and Chelsea,Kensington and Chelsea,527870.0,178580.0,-0.15952,E01002859,1,1,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,09:04,Urban,Fine no high winds,2005,No
144,200501BS70132,412.0,0.0,Slight,02/04/2005,Saturday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.517504,Kensington and Chelsea,Kensington and Chelsea,524830.0,181380.0,-0.202296,E01002829,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,16:42,Urban,Fine no high winds,2005,No
145,200501BS70133,4.0,0.0,Slight,06/04/2005,Wednesday,1.0,Auto traffic signal,T or staggered junction,51.494688,Kensington and Chelsea,Kensington and Chelsea,525590.0,178860.0,-0.192245,E01002850,1,3,0.0,5.0,Metropolitan Police,Wet or damp,Dual carriageway,30,08:40,Urban,Raining no high winds,2005,No
146,200501BS70134,3218.0,3220.0,Serious,01/04/2005,Friday,1.0,Auto traffic signal,Crossroads,51.488579,Kensington and Chelsea,Kensington and Chelsea,525580.0,178180.0,-0.192631,E01002849,1,2,0.0,5.0,Metropolitan Police,Dry,One way street,30,23:40,Urban,Fine no high winds,2005,No
147,200501BS70135,4.0,0.0,Slight,06/04/2005,Wednesday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.494624,Kensington and Chelsea,Kensington and Chelsea,525470.0,178850.0,-0.193976,E01002850,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,18:15,Urban,Fine no high winds,2005,No
148,200501BS70136,3220.0,4.0,Serious,04/04/2005,Monday,1.0,Auto traffic signal,Crossroads,51.492747,Kensington and Chelsea,Kensington and Chelsea,525020.0,178630.0,-0.200533,E01002814,1,2,0.0,0.0,Metropolitan Police,Dry,Dual carriageway,30,06:18,Urban,Fine no high winds,2005,No
149,200501BS70137,3217.0,0.0,Slight,08/04/2005,Friday,1.0,Give way or uncontrolled,T or staggered junction,51.486622,Kensington and Chelsea,Kensington and Chelsea,527100.0,178000.0,-0.170814,E01002844,1,2,0.0,0.0,Metropolitan Police,Dry,Dual carriageway,30,10:40,Urban,Fine no high winds,2005,No
150,200501BS70140,450.0,412.0,Slight,08/04/2005,Friday,1.0,Give way or uncontrolled,Crossroads,51.515897,Kensington and Chelsea,Kensington and Chelsea,524370.0,181190.0,-0.208989,E01002874,1,2,0.0,4.0,Metropolitan Police,Wet or damp,Single carriageway,30,08:28,Urban,Raining no high winds,2005,No
151,200501BS70141,4.0,0.0,Slight,08/04/2005,Friday,1.0,Give way or uncontrolled,T or staggered junction,51.497013,Kensington and Chelsea,Kensington and Chelsea,527250.0,179160.0,-0.168237,E01002819,1,2,0.0,4.0,Metropolitan Police,Dry,Dual carriageway,30,12:58,Urban,Fine no high winds,2005,No
